med_class,super_table_col_name,med_name,medication_id,med_name,med_name_generic,therapeutic_class,pharmacy_class,pharmacy_subclass,count_14,count_15,count_16,count_17,count_18,count_19,count_20,total
anti-infective,metronidazole,"METRONIDAZOLE 5MG/ML NS (PED)""""",600781,"METRONIDAZOLE 5MG/ML NS (PED)""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,0,0,0,0,60,62,18,140
anti-infective,penicillins,AMPICILLIN SODIUM 500 MG IJ SOLR,474,AMPICILLIN SODIUM 500 MG IJ SOLR,Ampicillin Sodium,Anti-Infective Agents,Penicillins,Aminopenicillins,33,44,33,17,0,0,0,127
anti-infective,cephalosporins,"CEFAZOLIN 20MG/ML NS (NICU)""""",600261,"CEFAZOLIN 20MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 1st Generation,0,0,0,19,102,4,0,125
anti-infective,metronidazole,"METRONIDAZOLE CUSTOM IVPB < OR > 500 MG 5MG/ML""""",600679,"METRONIDAZOLE CUSTOM IVPB < OR > 500 MG 5MG/ML""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,0,9,114,1,0,0,0,124
anti-infective,penicillins,PENICILLIN G SODIUM IV INFUSION,900202,PENICILLIN G SODIUM IV INFUSION,NULL,NULL,NULL,NULL,17,6,9,36,4,6,43,121
anti-infective,lipopeptide,DAPTOMYCIN IVPB 351 - 500 MG,900307,DAPTOMYCIN IVPB 351 - 500 MG,NULL,NULL,NULL,NULL,0,0,0,0,119,0,0,119
anti-infective,antiviral,STUDY REMDESIVIR (GS-5734) OR PLACEBO IN NS 100 ML IVPB,900364,STUDY REMDESIVIR (GS-5734) OR PLACEBO IN NS 100 ML IVPB,NULL,NULL,NULL,NULL,0,0,0,0,0,0,115,115
anti-infective,sulphonamides,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB < 100 MG,900061,SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB < 100 MG,NULL,NULL,NULL,NULL,21,8,27,10,35,13,0,114
anti-infective,glycopeptide,"VANCOMYCIN 1000 MG/250 ML D5W MB PLUS""""",600017,"VANCOMYCIN 1000 MG/250 ML D5W MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,1,0,2,62,28,13,0,106
anti-infective,cephalosporins,"CEFEPIME 40 MG/ML NS (NICU) IV SYRINGE""""",600860,"CEFEPIME 40 MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,0,0,25,26,6,46,103
anti-infective,cephalosporins,CEFTAZIDIME CUSTOM DOSE IV,400013,CEFTAZIDIME CUSTOM DOSE IV,NULL,NULL,NULL,NULL,0,13,0,33,6,21,28,101
anti-infective,cephalosporins,CEFTRIAXONE PEDIATRIC IVPB,400054,CEFTRIAXONE PEDIATRIC IVPB,NULL,NULL,NULL,NULL,0,1,3,1,46,29,10,90
anti-infective,antifungals,AMPHOTERICIN B LIPOSOME (AMBISOME) IVPB,400085,AMPHOTERICIN B LIPOSOME (AMBISOME) IVPB,NULL,NULL,NULL,NULL,0,20,1,2,62,1,0,86
anti-infective,siderophores,CEFIDEROCOL IVPB,900378,CEFIDEROCOL IVPB,NULL,NULL,NULL,NULL,0,0,0,0,0,0,86,86
anti-infective,glycopeptide,"VANCOMYCIN 500MG/NS 100ML MB PLUS""""",601047,"VANCOMYCIN 500MG/NS 100ML MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Agents - Misc.,0,0,0,0,9,49,15,73
anti-infective,lincosamides,"CLINDAMYCIN 6MG/ML NS (NICU)""""",600267,"CLINDAMYCIN 6MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Lincosamides,0,0,0,18,20,0,29,67
anti-infective,aminoglycosides,"GENTAMICIN IN SALINE 1-0.9 MG/ML-% IV SOLN""""",15908,"GENTAMICIN IN SALINE 1-0.9 MG/ML-% IV SOLN""""",Gentamicin in Saline,Anti-Infective Agents,Aminoglycosides,Aminoglycosides,0,0,0,0,34,9,20,63
anti-infective,fluoroquinolones,"LEVOFLOXACIN 5 MG/ML D5W IV SYRINGE (NICU)""""",600810,"LEVOFLOXACIN 5 MG/ML D5W IV SYRINGE (NICU)""""",NULL,Anti-Infective Agents,Fluoroquinolones,Fluoroquinolones,0,0,7,0,30,20,0,57
anti-infective,lincosamides,"CLINDAMYCIN 900MG/50ML D5W""""",600330,"CLINDAMYCIN 900MG/50ML D5W""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Lincosamides,0,9,7,14,7,0,12,49
anti-infective,cephalosporins,"CEFOXITIN 40MG/ML NS (NICU)""""",600257,"CEFOXITIN 40MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 2nd Generation,0,0,0,0,45,0,0,45
anti-infective,cephalosporins,"CEFUROXIME 0.75 G/D5W 100 ML MB PLUS""""",600018,"CEFUROXIME 0.75 G/D5W 100 ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 2nd Generation,27,0,15,0,0,0,0,42
anti-infective,aminoglycosides,STREPTOMYCIN IVPB,900134,STREPTOMYCIN IVPB,NULL,NULL,NULL,NULL,40,1,0,0,0,0,0,41
anti-infective,penicillins,PIPERACIL-TAZ PEDIATRIC IVPB,900566,PIPERACIL-TAZ PEDIATRIC IVPB,NULL,NULL,NULL,NULL,15,0,1,0,20,4,0,40
anti-infective,fluoroquinolones,LEVOFLOXACIN IN NS IVPB,900155,LEVOFLOXACIN IN NS IVPB,NULL,NULL,NULL,NULL,0,11,4,0,5,18,0,38
anti-infective,oxazolidinones,"LINEZOLID 2 MG/ML (NICU) IV SYRINGE""""",600481,"LINEZOLID 2 MG/ML (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Oxazolidinones,0,0,0,0,0,35,0,35
anti-infective,cephalosporins,"CEFTAROLINE FOSAMIL 400MG/NS 250 ML MB PLUS""""",600686,"CEFTAROLINE FOSAMIL 400MG/NS 250 ML MB PLUS""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 5th Generation,0,0,22,12,0,0,0,34
anti-infective,cephalosporins,CEFOXITIN > 2 G IVPB,900233,CEFOXITIN > 2 G IVPB,NULL,NULL,NULL,NULL,0,0,0,7,0,27,0,34
anti-infective,fluoroquinolones,"PEDIATRIC LEVOFLOXACIN 5 MG/ML D5W IVPB""""",600883,"PEDIATRIC LEVOFLOXACIN 5 MG/ML D5W IVPB""""",NULL,Anti-Infective Agents,Fluoroquinolones,Fluoroquinolones,0,0,0,25,8,0,0,33
anti-infective,carbapenems,MEROPENEM-VABORBACTAM IVPB,900317,MEROPENEM-VABORBACTAM IVPB,NULL,NULL,NULL,NULL,0,0,0,0,33,0,0,33
anti-infective,fluoroquinolones,"MOXIFLOXACIN HCL 400 MG/250ML IV SOLN""""",128685,"MOXIFLOXACIN HCL 400 MG/250ML IV SOLN""""",Moxifloxacin HCl,Anti-Infective Agents,Fluoroquinolones,Fluoroquinolones,0,0,0,0,18,13,0,31
anti-infective,cephalosporins,"CEFTRIAXONE SODIUM IN DEXTROSE 20 MG/ML IV SOLN""""",9492,"CEFTRIAXONE SODIUM IN DEXTROSE 20 MG/ML IV SOLN""""",cefTRIAXone Sodium in Dextrose,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,7,7,4,5,0,3,3,29
anti-infective,carbapenems,MEROPENEM PEDIATRIC IVPB,900565,MEROPENEM PEDIATRIC IVPB,NULL,NULL,NULL,NULL,2,3,1,9,8,0,6,29
anti-infective,cephalosporins,"CEFTAZIDIME SODIUM IN DEXTROSE 1 GM/50ML IV SOLN""""",12950,"CEFTAZIDIME SODIUM IN DEXTROSE 1 GM/50ML IV SOLN""""",cefTAZidime Sodium in Dextrose,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,0,0,0,29,0,0,29
anti-infective,sulphonamides,"SULFAMETHOXAZOLE-TMP 0.64MG/ML D5W (NICU) IV SYRINGE""""",600329,"SULFAMETHOXAZOLE-TMP 0.64MG/ML D5W (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Anti-infective Misc. - Combinations,0,0,0,14,0,0,14,28
anti-infective,antimycobacterial agents,ISONIAZID IVPB,900035,ISONIAZID IVPB,NULL,NULL,NULL,NULL,21,1,4,1,0,0,0,27
anti-infective,cephalosporins,"CEFOTAXIME 50MG/ML NS (NICU) IV SYRINGE""""",600280,"CEFOTAXIME 50MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,1,5,19,0,0,0,0,25
anti-infective,aminoglycosides,TOBRAMYCIN PEDIATRIC IVPB,900571,TOBRAMYCIN PEDIATRIC IVPB,NULL,Anti-Infective Agents,Aminoglycosides,Aminoglycosides,0,0,2,9,0,10,0,21
anti-infective,cephalosporins,CEFUROXIME IVPB,400109,CEFUROXIME IVPB,NULL,NULL,NULL,NULL,0,0,0,18,1,0,0,19
anti-infective,carbapenems,ERTAPENEM IVPB FOR DESENSITIZATION,400147,ERTAPENEM IVPB FOR DESENSITIZATION,NULL,NULL,NULL,NULL,0,0,0,0,19,0,0,19
anti-infective,penicillins,PIPERACILLIN-TAZ 1-1000 MG IVPB,900161,PIPERACILLIN-TAZ 1-1000 MG IVPB,NULL,NULL,NULL,NULL,16,0,0,0,0,0,0,16
anti-infective,penicillins,PIPERACILLIN-TAZ 4.5 G IVPB IN D5W,900285,PIPERACILLIN-TAZ 4.5 G IVPB IN D5W,NULL,NULL,NULL,NULL,0,0,0,6,2,8,0,16
anti-infective,lipopeptide,"DAPTOMYCIN 500MG/NS 50ML MB PLUS""""",600543,"DAPTOMYCIN 500MG/NS 50ML MB PLUS""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Cyclic Lipopeptides,0,0,0,14,0,0,0,14
anti-infective,antifungals,AMPHOTERICIN B IV SYRINGE (NICU),900005,AMPHOTERICIN B IV SYRINGE (NICU),NULL,NULL,NULL,NULL,0,0,0,0,0,14,0,14
anti-infective,antiviral,"GANCICLOVIR 5 MG/ML NS (NICU) IV SYRINGE""""",600925,"GANCICLOVIR 5 MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Antiviral,CMV Agents,0,0,0,0,0,14,0,14
anti-infective,antifungals,MICAFUNGIN SODIUM IVPB,900044,MICAFUNGIN SODIUM IVPB,NULL,NULL,NULL,NULL,8,5,0,0,0,0,0,13
anti-infective,antimycobacterial agents,"RIFAMPIN 3MG/ML D5W (NICU)""""",600286,"RIFAMPIN 3MG/ML D5W (NICU)""""",NULL,Anti-Infective Agents,Antimycobacterial Agents,Antimycobacterial Agents,0,0,0,0,0,13,0,13
anti-infective,lincosamides,"CLINDAMYCIN 600MG/50ML D5W""""",600320,"CLINDAMYCIN 600MG/50ML D5W""""",NULL,Anti-Infective Agents,Misc. Antiinfectives,Lincosamides,3,4,4,0,0,0,0,11
anti-infective,penicillins,"OXACILLIN 40MG/ML NS (NICU) IV SYRINGE""""",600276,"OXACILLIN 40MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Penicillins,Penicillinase-Resistant Penicillins,0,0,0,0,11,0,0,11
anti-infective,aminoglycosides,"GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN""""",15911,"GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN""""",Gentamicin in Saline,Anti-Infective Agents,Aminoglycosides,Aminoglycosides,0,0,0,0,0,0,11,11
anti-infective,penicillins,NAFCILLIN IVPB CUSTOM >1 G,900046,NAFCILLIN IVPB CUSTOM >1 G,NULL,NULL,NULL,NULL,1,0,6,0,0,0,0,7
anti-infective,aminoglycosides,AMIKACIN IVPB HIGH DOSE,900210,AMIKACIN IVPB HIGH DOSE,NULL,NULL,NULL,NULL,0,4,0,0,2,0,1,7
anti-infective,antiviral,REMDESIVIR IVPB- EXPANDED ACCESS,900375,REMDESIVIR IVPB- EXPANDED ACCESS,NULL,NULL,NULL,NULL,0,0,0,0,0,0,6,6
anti-infective,antiviral,"ACYCLOVIR SODIUM 50 MG/ML IV SOLN""""",23128,"ACYCLOVIR SODIUM 50 MG/ML IV SOLN""""",Acyclovir Sodium,Anti-Infective Agents,Antiviral,Herpes Agents,0,3,0,0,2,0,0,5
anti-infective,cephalosporins,"CEFOXITIN 1 G/NS 100 ML MB PLUS-OR ONLY""""",600367,"CEFOXITIN 1 G/NS 100 ML MB PLUS-OR ONLY""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 2nd Generation,2,2,0,0,0,0,0,4
anti-infective,glycopeptide,VANCOMYCIN PULSE DOSING,600530,VANCOMYCIN PULSE DOSING,NULL,Anti-Infective Agents,NULL,NULL,0,0,2,0,0,2,0,4
anti-infective,cephalosporins,"CEFTRIAXONE 40MG/ML NS (NICU)""""",600254,"CEFTRIAXONE 40MG/ML NS (NICU)""""",NULL,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,0,0,2,1,0,1,4
anti-infective,penicillins,AMPICILLIN 2 G IV,400002,AMPICILLIN 2 G IV,NULL,NULL,NULL,NULL,0,0,0,2,1,1,0,4
anti-infective,penicillins,"PIPERACILLIN-TAZOBACTAM IN DEX 3-0.375 GM/50ML IV SOLN""""",34524,"PIPERACILLIN-TAZOBACTAM IN DEX 3-0.375 GM/50ML IV SOLN""""",Piperacillin-Tazobactam in Dex,Anti-Infective Agents,Penicillins,Penicillin Combinations,3,0,0,0,0,0,0,3
anti-infective,penicillins,"PIPERACILLIN-TAZOBACTAM IN DEX 2-0.25 GM/50ML IV SOLN""""",34523,"PIPERACILLIN-TAZOBACTAM IN DEX 2-0.25 GM/50ML IV SOLN""""",Piperacillin-Tazobactam in Dex,Anti-Infective Agents,Penicillins,Penicillin Combinations,3,0,0,0,0,0,0,3
anti-infective,cephalosporins,"CEFOTAXIME SODIUM IN D5W 2 GM/50ML IV SOLN""""",9457,"CEFOTAXIME SODIUM IN D5W 2 GM/50ML IV SOLN""""",Cefotaxime Sodium in D5W,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,3,0,0,0,0,0,3
anti-infective,cephalosporins,"CEFOTAXIME SODIUM IN D5W 1 GM/50ML IV SOLN""""",9456,"CEFOTAXIME SODIUM IN D5W 1 GM/50ML IV SOLN""""",Cefotaxime Sodium in D5W,Anti-Infective Agents,Cephalosporins,Cephalosporins - 3rd Generation,0,2,0,1,0,0,0,3
anti-infective,cephalosporins,"CEFAZOLIN IN D5W 2 GM/100ML IV SOLN""""",132858,"CEFAZOLIN IN D5W 2 GM/100ML IV SOLN""""",CeFAZolin in D5W,Anti-Infective Agents,Cephalosporins,Cephalosporins - 1st Generation,0,0,1,0,2,0,0,3
anti-infective,cephalosporins,"CEFEPIME 40 MG/ML NS (NICU) - DO NOT USE""""",400270,"CEFEPIME 40 MG/ML NS (NICU) - DO NOT USE""""",NULL,NULL,NULL,NULL,0,0,0,3,0,0,0,3
anti-infective,antifungals,"AMPHOTERICIN B LIPOSOME (AMBISOME) 0.5 MG/ML (NICU)""""",110093,"AMPHOTERICIN B LIPOSOME (AMBISOME) 0.5 MG/ML (NICU)""""",NULL,Anti-Infective Agents,Antifungals,Antifungals,0,0,0,0,0,3,0,3
anti-infective,cephalosporins,CEFTAZIDIME 2 G IV,400012,CEFTAZIDIME 2 G IV,NULL,NULL,NULL,NULL,0,0,0,0,0,3,0,3
anti-infective,antiviral,CIDOFOVIR IVPB,400112,CIDOFOVIR IVPB,NULL,NULL,NULL,NULL,2,0,0,0,0,0,0,2
anti-infective,penicillins,"OXACILLIN 2 G/D5W 100ML MB PLUS""""",600041,"OXACILLIN 2 G/D5W 100ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillinase-Resistant Penicillins,1,1,0,0,0,0,0,2
anti-infective,penicillins,AMPICILLIN CUSTOM DOSE IV,400004,AMPICILLIN CUSTOM DOSE IV,NULL,NULL,NULL,NULL,0,2,0,0,0,0,0,2
anti-infective,glycopeptide,VANCOMYCIN IV 1.5 G IN D5W 500 ML,900242,VANCOMYCIN IV 1.5 G IN D5W 500 ML,NULL,NULL,NULL,NULL,0,0,2,0,0,0,0,2
anti-infective,penicillins,"AMPICILLIN-SULBACTAM 30MG/ML NS (NICU) IV SYRINGE""""",600281,"AMPICILLIN-SULBACTAM 30MG/ML NS (NICU) IV SYRINGE""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,0,0,0,2,0,0,0,2
anti-infective,penicillins,"PENICILLIN G 2 MU/NS 50ML-OR ONLY""""",600368,"PENICILLIN G 2 MU/NS 50ML-OR ONLY""""",NULL,Anti-Infective Agents,Penicillins,Natural Penicillins,1,0,0,0,0,0,0,1
anti-infective,cephalosporins,"CEFOXITIN SODIUM IN DEXTROSE 1-2 GM/50ML IV SOLN""""",103327,"CEFOXITIN SODIUM IN DEXTROSE 1-2 GM/50ML IV SOLN""""",CefOXitin Sodium in Dextrose,Anti-Infective Agents,Cephalosporins,Cephalosporins - 2nd Generation,1,0,0,0,0,0,0,1
anti-infective,penicillins,OXACILLIN IVPB CUSTOM,400284,OXACILLIN IVPB CUSTOM,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,1
anti-infective,cephalosporins,CEFTAZIDIME 1 G IV,400011,CEFTAZIDIME 1 G IV,NULL,NULL,NULL,NULL,0,1,0,0,0,0,0,1
anti-infective,glycopeptide,"VANCOMYCIN HCL IN DEXTROSE 750-5 MG/150ML-% IV SOLN""""",107276,"VANCOMYCIN HCL IN DEXTROSE 750-5 MG/150ML-% IV SOLN""""",Vancomycin HCl-Dextrose,Anti-Infective Agents,Misc. Antiinfectives,Glycopeptides,0,1,0,0,0,0,0,1
anti-infective,penicillins,"PIPERACIL-TAZO 4.5GM/50 ML D5W MB PLUS""""",600510,"PIPERACIL-TAZO 4.5GM/50 ML D5W MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillin Combinations,0,0,1,0,0,0,0,1
anti-infective,cephalosporins,CEFTOLOZANE-TAZOBACTAM 1.5 (1-0.5) G IV SOLR,126371,CEFTOLOZANE-TAZOBACTAM 1.5 (1-0.5) G IV SOLR,Ceftolozane-Tazobactam,Anti-Infective Agents,Cephalosporins,Cephalosporin Combinations,0,0,0,1,0,0,0,1
anti-infective,penicillins,"OXACILLIN 1 G/D5W 100 ML MB PLUS""""",600042,"OXACILLIN 1 G/D5W 100 ML MB PLUS""""",NULL,Anti-Infective Agents,Penicillins,Penicillinase-Resistant Penicillins,0,0,0,1,0,0,0,1
anti-infective,penicillins,AMPICILLIN 1 G IV,200002,AMPICILLIN 1 G IV,NULL,NULL,NULL,NULL,0,0,0,1,0,0,0,1
anti-infective,antiviral,"PERAMIVIR 200 MG/20ML IV SOLN""""",126226,"PERAMIVIR 200 MG/20ML IV SOLN""""",Peramivir,Anti-Infective Agents,Antiviral,Influenza Agents,0,0,0,0,1,0,0,1
anti-infective,antifungals,"FLUCONAZOLE IN SODIUM CHLORIDE 100-0.9 MG/50ML-% IV SOLN""""",101426,"FLUCONAZOLE IN SODIUM CHLORIDE 100-0.9 MG/50ML-% IV SOLN""""",Fluconazole in Sodium Chloride,Anti-Infective Agents,Antifungals,Imidazole-Related Antifungals,0,0,0,0,1,0,0,1
anti-infective,lipopeptide,"DAPTOMYCIN IVPB </= 350 MG""""",900306,"DAPTOMYCIN IVPB </= 350 MG""""",NULL,NULL,NULL,NULL,0,0,0,0,1,0,0,1
anti-infective,glycopeptide,"VANCOMYCIN HCL IN DEXTROSE 1.5-5 GM/500ML-% IV SOLN""""",134788,"VANCOMYCIN HCL IN DEXTROSE 1.5-5 GM/500ML-% IV SOLN""""",Vancomycin HCl-Dextrose,Anti-Infective Agents,Misc. Antiinfectives,Glycopeptides,0,0,0,0,1,0,0,1
anti-infective,glycopeptide,"VANCOMYCIN HCL IN DEXTROSE 1.75-5 GM/500ML-% IV SOLN""""",134811,"VANCOMYCIN HCL IN DEXTROSE 1.75-5 GM/500ML-% IV SOLN""""",Vancomycin HCl-Dextrose,Anti-Infective Agents,Misc. Antiinfectives,Glycopeptides,0,0,0,0,0,1,0,1
cardiac,NULL,NICARDIPINE INFUSION,400053,NICARDIPINE INFUSION,NULL,NULL,NULL,NULL,4835,6544,8020,10716,10751,11721,5568,58155
cardiac,NULL,"LABETALOL HCL 5 MG/ML IV SOLN""""",10372,"LABETALOL HCL 5 MG/ML IV SOLN""""",Labetalol HCl,Cardiovascular Agents,Beta Blockers,Alpha-Beta Blockers,5597,8521,9106,9095,9716,9900,5549,57484
cardiac,NULL,"METOPROLOL TARTRATE 5 MG/5ML IV SOLN""""",92079,"METOPROLOL TARTRATE 5 MG/5ML IV SOLN""""",Metoprolol Tartrate,Cardiovascular Agents,Beta Blockers,Beta Blockers Cardio-Selective,6930,8280,6956,5538,6370,5405,2553,42032
cardiac,NULL,"NITROGLYCERIN IN D5W 200-5 MCG/ML-% IV SOLN""""",15859,"NITROGLYCERIN IN D5W 200-5 MCG/ML-% IV SOLN""""",Nitroglycerin in D5W,Cardiovascular Agents,Antianginal Agents,Nitrates,2500,3194,3572,4867,6421,7153,2298,30005
cardiac,NULL,"AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN""""",108620,"AMIODARONE HCL IN DEXTROSE 360-4.14 MG/200ML-% IV SOLN""""",Amiodarone HCl in Dextrose,Cardiovascular Agents,Antiarrhythmic,Antiarrhythmics Type III,1247,2353,2960,3631,3732,4196,1987,20106
cardiac,NULL,"ESMOLOL HCL-SODIUM CHLORIDE 2500 MG/250ML IV SOLN""""",29805,"ESMOLOL HCL-SODIUM CHLORIDE 2500 MG/250ML IV SOLN""""",Esmolol HCl-Sodium Chloride,Cardiovascular Agents,Beta Blockers,Beta Blockers Cardio-Selective,1245,1438,982,1252,1677,1841,461,8896
cardiac,NULL,DILTIAZEM IV INFUSION,200006,DILTIAZEM IV INFUSION,NULL,NULL,NULL,NULL,782,659,746,832,1151,1226,397,5793
cardiac,NULL,AMIODARONE IV BOLUS 300 MG,200000,AMIODARONE IV BOLUS 300 MG,NULL,NULL,NULL,NULL,303,408,521,646,841,917,89,3725
cardiac,NULL,"DILTIAZEM HCL 50 MG/10ML IV SOLN""""",97254,"DILTIAZEM HCL 50 MG/10ML IV SOLN""""",dilTIAZem HCl,Cardiovascular Agents,Calcium Blockers,Calcium Channel Blockers,443,452,414,446,327,492,197,2771
cardiac,NULL,"LABETALOL 1 MG/ML INFUSION""""",400177,"LABETALOL 1 MG/ML INFUSION""""",NULL,NULL,NULL,NULL,655,605,253,258,312,148,104,2335
cardiac,NULL,DIPYRIDAMOLE INFUSION (2A-STRESS),900133,DIPYRIDAMOLE INFUSION (2A-STRESS),NULL,NULL,NULL,NULL,1367,5,0,0,0,0,0,1372
cardiac,NULL,"VERAPAMIL HCL 2.5 MG/ML IV SOLN""""",8527,"VERAPAMIL HCL 2.5 MG/ML IV SOLN""""",Verapamil HCl,Cardiovascular Agents,Calcium Blockers,Calcium Channel Blockers,297,324,240,214,11,16,14,1116
cardiac,NULL,"AMIODARONE HCL 150 MG/3ML IV SOLN""""",93084,"AMIODARONE HCL 150 MG/3ML IV SOLN""""",Amiodarone HCl,Cardiovascular Agents,Antiarrhythmic,Antiarrhythmics Type III,75,132,106,122,167,146,71,819
cardiac,NULL,"NITROPRUSSIDE 50 MG/250ML INFUSION""""",900048,"NITROPRUSSIDE 50 MG/250ML INFUSION""""",NULL,NULL,NULL,NULL,358,211,81,21,2,0,0,673
cardiac,NULL,AMIODARONE IV INFUSION,200001,AMIODARONE IV INFUSION,NULL,NULL,NULL,NULL,357,0,0,0,181,0,0,538
cardiac,NULL,"PROPRANOLOL HCL 1 MG/ML IV SOLN""""",29335,"PROPRANOLOL HCL 1 MG/ML IV SOLN""""",Propranolol HCl,Cardiovascular Agents,Beta Blockers,Beta Blockers Non-Selective,95,31,64,70,100,77,44,481
cardiac,NULL,"ESMOLOL HCL-SODIUM CHLORIDE 2000 MG/100ML IV SOLN""""",35639,"ESMOLOL HCL-SODIUM CHLORIDE 2000 MG/100ML IV SOLN""""",Esmolol HCl-Sodium Chloride,Cardiovascular Agents,Beta Blockers,Beta Blockers Cardio-Selective,23,15,3,107,87,79,81,395
cardiac,NULL,"NITROPRUSSIDE SODIUM-NACL 50-0.9 MG/100ML-% IV SOLN""""",135444,"NITROPRUSSIDE SODIUM-NACL 50-0.9 MG/100ML-% IV SOLN""""",Nitroprusside Sodium-NaCl,Cardiovascular Agents,Antihypertensive,Vasodilators,0,0,0,108,159,83,45,395
cardiac,NULL,MILRINONE DRIP (NICU),600429,MILRINONE DRIP (NICU),NULL,NULL,NULL,NULL,44,57,28,116,42,66,34,387
cardiac,NULL,"AMIODARONE HCL IN DEXTROSE 150-4.21 MG/100ML-% IV SOLN""""",108619,"AMIODARONE HCL IN DEXTROSE 150-4.21 MG/100ML-% IV SOLN""""",Amiodarone HCl in Dextrose,Cardiovascular Agents,Antiarrhythmic,Antiarrhythmics Type III,0,2,0,1,0,0,296,299
cardiac,NULL,ISOPROTERENOL INFUSION,400174,ISOPROTERENOL INFUSION,NULL,NULL,NULL,NULL,69,67,36,11,40,41,31,295
cardiac,NULL,"DILTIAZEM HCL 25 MG/5ML IV SOLN""""",97252,"DILTIAZEM HCL 25 MG/5ML IV SOLN""""",dilTIAZem HCl,Cardiovascular Agents,Calcium Blockers,Calcium Channel Blockers,0,10,0,5,173,15,4,207
cardiac,NULL,"NICARDIPINE HCL 2.5 MG/ML IV SOLN""""",12370,"NICARDIPINE HCL 2.5 MG/ML IV SOLN""""",niCARdipine HCl,Cardiovascular Agents,Calcium Blockers,Calcium Channel Blockers,37,17,10,23,36,16,0,139
cardiac,NULL,STUDY-ANGIOTENSIN II (LJ501-EAP) INFUSION,900281,STUDY-ANGIOTENSIN II (LJ501-EAP) INFUSION,NULL,NULL,NULL,NULL,0,0,0,41,38,0,0,79
cardiac,NULL,"ESMOLOL HCL 10 MG/ML IV SOLN""""",9957,"ESMOLOL HCL 10 MG/ML IV SOLN""""",Esmolol HCl,Cardiovascular Agents,Beta Blockers,Beta Blockers Cardio-Selective,32,22,22,0,0,0,0,76
cardiac,NULL,"NITROGLYCERIN 5 MG/ML IV SOLN""""",5599,"NITROGLYCERIN 5 MG/ML IV SOLN""""",Nitroglycerin,Cardiovascular Agents,Antianginal Agents,Nitrates,5,7,5,12,10,21,6,66
cardiac,NULL,"HYDRALAZINE 1MG/ML NS (NICU)""""",600331,"HYDRALAZINE 1MG/ML NS (NICU)""""",NULL,Cardiovascular Agents,Antihypertensive,Vasodilators,0,0,0,20,8,15,0,43
cardiac,NULL,"MILRINONE LACTATE 10 MG/10ML IV SOLN""""",121718,"MILRINONE LACTATE 10 MG/10ML IV SOLN""""",Milrinone Lactate,Cardiovascular Agents,Cardiotonics,Phosphodiesterase Inhibitors,18,12,1,4,3,3,1,42
cardiac,NULL,"ESMOLOL HCL 100 MG/10ML IV SOLN""""",82085,"ESMOLOL HCL 100 MG/10ML IV SOLN""""",Esmolol HCl,Cardiovascular Agents,Beta Blockers,Beta Blockers Cardio-Selective,0,1,0,12,9,12,3,37
cardiac,NULL,EPOPROSTENOL IV INFUSION,400146,EPOPROSTENOL IV INFUSION,NULL,NULL,NULL,NULL,5,2,0,17,0,1,0,25
