physionet,import,super_table_col_name,component_id,component,loinc_code
No,No,not_reviewed_(<500),123042965,Macrophages Comments,0
No,No,not_reviewed_(<500),823040356,Blastomyces Antibody,5058-3
No,No,not_reviewed_(<500),123041343,"Immunoglobulin IgG,CSF",0
No,No,not_reviewed_(<500),123041606,% Basophils-CSF,0
No,No,not_reviewed_(<500),123041522,Magnesium-Urine,19124-7
No,No,not_reviewed_(<500),823041172,Helicobacter Pylori Iga,16125-7
No,No,not_reviewed_(<500),123040495,"Cells Counted,Bm",38257-2
No,No,not_reviewed_(<500),123040682,Collection Date 2,61100-4
No,No,not_reviewed_(<500),823040986,Factor V Activity,3193-0
No,No,not_reviewed_(<500),123041499,% Lymphocyte-Bm,11108-8
No,No,not_reviewed_(<500),823042548,INTERPRETATION - NMO IGG-QUEST,0
No,No,not_reviewed_(<500),123041832,SPECIMEN SOURCE,0
No,No,not_reviewed_(<500),823042317,"HHV 8 DNA, QL PCR-QUEST",0
No,No,not_reviewed_(<500),823042549,TECHNICAL RESULTS-QUEST,0
No,No,not_reviewed_(<500),823042550,COMMENTS - NMO-QUEST,0
No,No,not_reviewed_(<500),823042551,METHODS - NMO-QUEST,0
No,No,not_reviewed_(<500),823042552,REFERENCES - NMO-QUEST,0
No,No,not_reviewed_(<500),123041294,"Order HGB Phenotype, HPLC",0
No,No,not_reviewed_(<500),823040266,Aspergillus Flavus,23820-4
No,No,not_reviewed_(<500),823040269,Aspergillus Niger,10894-4
No,No,not_reviewed_(<500),823042227,PROINSULIN-QUEST,0
No,No,not_reviewed_(<500),823042692,Asp.Fumigatus,23821-2
No,No,not_reviewed_(<500),8230420150,UFH SRA RESULT-QUEST,NULL
No,No,not_reviewed_(<500),8230420151,UFH LOW DOSE 0.1 IU/ ML-QUEST,NULL
No,No,not_reviewed_(<500),8230420152,UFH LOW DOSE 0.5 IU/ ML-QUEST,NULL
No,No,not_reviewed_(<500),8230420153,UFH HIGH DOSE 100 IU/ ML-QUEST,NULL
No,No,not_reviewed_(<500),1230426,BAL Comment,0
No,No,not_reviewed_(<500),861,"SPECIMEN SOURCE, ENTEROVIRUS-QUEST",X31208-2
No,No,not_reviewed_(<500),862,"ENTEROVIRUS RNA, RT-PCR-QUEST",X29591-5
No,No,not_reviewed_(<500),823042667,P-ANCA TITER,0
No,No,not_reviewed_(<500),823041258,Histoplasma Antibodies,5218-3
No,No,not_reviewed_(<500),123042961,% Eosinophils,0
No,No,not_reviewed_(<500),823040989,Factor Viii Activity,3209-4
No,No,not_reviewed_(<500),1230141156,Path Smear Review- Fluid,0
No,No,not_reviewed_(<500),123042275,% Seg Neutrophil-BM,11128-6
No,No,not_reviewed_(<500),155,"Z-Score, Male",NULL
No,No,not_reviewed_(<500),123041870,"Phosphorus,Inorg-Urine",2778-9
No,No,not_reviewed_(<500),823000021,HLA B-5701 Typing,50956-2
No,No,not_reviewed_(<500),156,"Z-Score, Female",NULL
No,No,not_reviewed_(<500),123040294,"% Band,BM",11103-9
No,No,not_reviewed_(<500),123041873,Ph-Urine,5803-2
No,No,not_reviewed_(<500),123042155,"RBC,Schistocyte Count",800-3
No,No,not_reviewed_(<500),123042436,Temperature-Urine,NULL
No,No,not_reviewed_(<500),123041553,"% Metamyelocyte,BM",11111-2
No,No,not_reviewed_(<500),823043149,Interleukin 6,0
No,No,not_reviewed_(<500),123041523,"Malaria,Parasite Count",NULL
No,No,not_reviewed_(<500),123041631,% Myelocyte-BM,11114-6
No,No,not_reviewed_(<500),123041792,Parasitized Rbc,NULL
No,No,not_reviewed_(<500),823042620,Vitamin E-Serum,11038-7
No,No,not_reviewed_(<500),823042630,Vitamin E-Alpha Tocopherol,1823-4
No,No,not_reviewed_(<500),123041707,Occult Blood 3,14565-6
No,No,not_reviewed_(<500),123041739,% Polychrom Erythroblast-BM,11119-5
No,No,not_reviewed_(<500),823042405,CLINICAL INFORMATION:,0
No,No,not_reviewed_(<500),823041062,Gastrin-Serum,2333-3
No,No,not_reviewed_(<500),123040323,% Basophils,0
No,No,not_reviewed_(<500),123041514,M:E Ratio-Bm,11138-5
No,No,not_reviewed_(<500),123042647,Waxy Casts-Urine,5819-8
No,No,not_reviewed_(<500),823042406,SPECIMEN TYPE:,0
No,No,not_reviewed_(<500),823042407,VIABILITY:,0
No,No,not_reviewed_(<500),823042408,INTERPRETATION:,0
No,No,not_reviewed_(<500),823042409,SAMPLE DESCRIPTION:,0
No,No,not_reviewed_(<500),823042410,GATING STRATEGY:,0
No,No,not_reviewed_(<500),823042411,MARKERS:,0
No,No,not_reviewed_(<500),823042412,NUMBER OF MARKERS:,0
No,No,not_reviewed_(<500),823042336,SMOOTH MUSCLE AB TITER-QUEST,5358-7
No,No,not_reviewed_(<500),123040683,Collection Date 3,61099-8
No,No,not_reviewed_(<500),123041889,% Plasma Cell-Bm,11118-7
No,No,not_reviewed_(<500),909,"METANEPHRINES, TOTAL URINE -QUEST",NULL
No,No,not_reviewed_(<500),823041359,Influenza A/B Antibody Profile,5229-0
No,No,not_reviewed_(<500),823041994,METANEPHRINE - 24HR URINE-QUEST,NULL
No,No,not_reviewed_(<500),685,LYME DISEASE AB (IGG) WB,NULL
No,No,not_reviewed_(<500),686,LYME DISEASE AB (IGM) WB,NULL
No,No,not_reviewed_(<500),823040040,23 Kd (IgM) Band,9598-4
No,No,not_reviewed_(<500),823040050,39 Kd (IgM) Band,9599-2
No,No,not_reviewed_(<500),823040054,41 Kd (IgM) Band,9587-7
No,No,not_reviewed_(<500),823040035,18 Kd (IgG) Band,9588-5
No,No,not_reviewed_(<500),823040039,23 Kd (IgG) Band,9589-3
No,No,not_reviewed_(<500),823040042,28 Kd (IgG) Band,9590-1
No,No,not_reviewed_(<500),823040045,30 Kd (IgG) Band,9591-9
No,No,not_reviewed_(<500),823040049,39 Kd (IgG) Band,9592-7
No,No,not_reviewed_(<500),823040053,41 Kd (IgG) Band,9593-5
No,No,not_reviewed_(<500),823040055,45 Kd (IgG) Band,9594-3
No,No,not_reviewed_(<500),823040057,58 Kd (IgG) Band,9595-0
No,No,not_reviewed_(<500),823040059,66 Kd (IgG) Band,9596-8
No,No,not_reviewed_(<500),823040061,93 Kd (IgG) Band,9597-6
No,No,not_reviewed_(<500),823042223,10-HYDROXYCARBAZEPINE,0
No,No,not_reviewed_(<500),581,SPECIMEN SOURCE,NULL
No,No,not_reviewed_(<500),823040087,Acetylcholine Receptor Ab,20427-1
No,No,not_reviewed_(<500),123040317,% Baso Erythroblast-Bm,NULL
No,No,not_reviewed_(<500),823040851,Digitoxin-Serum,3559-2
No,No,not_reviewed_(<500),823041634,Myeloperoxidase Ab,6969-0
No,No,not_reviewed_(<500),823042669,ATYPICAL P-ANCA TITER,0
No,No,not_reviewed_(<500),123042761,HEPARIN INDUCED THROMBOCYTOPENIA(HIT),0
No,No,not_reviewed_(<500),123042762,HIT (UNITS/ML),0
No,No,not_reviewed_(<500),123042045,"% Promyelocyte,BM",11120-3
No,No,not_reviewed_(<500),823000106,Proteinase-3 (Pr3) Ab,6968-2
No,No,not_reviewed_(<500),123041005,Fetal Fibronectin,20404-0
No,No,not_reviewed_(<500),823050010,Thromboplastin Time,NULL
No,No,not_reviewed_(<500),366,"APPEARANCE,UNCENTRIFUGED-CSF",0
No,No,not_reviewed_(<500),123042146,"RBC,Hypochromic",728-6
No,No,not_reviewed_(<500),123049269,Blister,0
No,No,not_reviewed_(<500),123041669,"Path Review Cmt,CSF",0
No,No,not_reviewed_(<500),123040498,"Cells,Other-Body Fluid",0
No,No,not_reviewed_(<500),123040928,% Eos Segmented-Bm,NULL
No,No,not_reviewed_(<500),744,"C1 ESTERASE INHIBITOR, PROTEIN",NULL
No,No,not_reviewed_(<500),123042607,Vdrl Titer-CSF,31146-4
No,No,not_reviewed_(<500),823042233,WEST NILE VIRUS AB (IGG) SERUM,0
No,No,not_reviewed_(<500),823042234,WEST NILE VIRUS AB (IGM) SERUM,0
No,No,not_reviewed_(<500),349,APCR Evaluation,48591-2
No,No,not_reviewed_(<500),123040235,APCR Ratio,13590-5
No,No,not_reviewed_(<500),123042584,Urinalysis Comment,NULL
No,No,not_reviewed_(<500),823041132,Human Growth Hormone,2963-7
No,No,not_reviewed_(<500),823000388,SOURCE OF STONE-QUEST,0
No,No,not_reviewed_(<500),823000389,CALCULI WEIGHT-QUEST,0
No,No,not_reviewed_(<500),823040396,CALCULI URINARY ANALYSIS-QUEST,0
No,No,not_reviewed_(<500),123041112,"Glucose,Fasting-Plasma",1558-6
No,No,not_reviewed_(<500),823042708,"LEAD, BLOOD-QUEST",0
No,No,not_reviewed_(<500),123041617,% Cells Other-CSF,0
No,No,not_reviewed_(<500),823040182,Amylase-Serum,1798-8
No,No,not_reviewed_(<500),123040984,Factor IX Activity,3187-2
No,No,not_reviewed_(<500),123041986,%Orthochromatoph.Erythroblast-BM,11116-1
No,No,not_reviewed_(<500),823040395,CALCULI NIDUS-QUEST,0
No,No,not_reviewed_(<500),823042244,Rubella Antibody (IgM),5335-5
No,No,not_reviewed_(<500),123041117,Glucose-CSF,0
No,No,not_reviewed_(<500),123042062,"Protein,Total-CSF",0
No,No,not_reviewed_(<500),823040173,"Amylase,Pancreatic Total",1805-1
No,No,not_reviewed_(<500),823040177,"Amylase,Salivary Total",1809-3
No,No,not_reviewed_(<500),823042214,"HIV AG/ AB, 4TH GEN",0
No,No,not_reviewed_(<500),823040233,Antithrombin Antigen,1868-9
No,No,not_reviewed_(<100),123040926,% Eos Metamyelocyte-Bm,NULL
No,No,not_reviewed_(<100),823040008,% Intestinal Isoenzymes,15014-4
No,No,not_reviewed_(<100),823042323,PANCREATIC ELASTASE - 1,0
No,No,not_reviewed_(<100),814,BONE ISOENZYMES,NULL
No,No,not_reviewed_(<100),823040009,% Liver Isoenzymes (L1),15015-1
No,No,not_reviewed_(<100),823041264,HIV LOG10 COPIES/ML,29541-0
No,No,not_reviewed_(<100),823041266,HIV RNA Copies*K/Ml,20447-9
No,No,not_reviewed_(<100),823042482,Topiramate/Topamax,17713-9
No,No,not_reviewed_(<100),823042493,Toxoplasma Antibody(IgG),0
No,No,not_reviewed_(<100),823041370,Insulin Auto-Antibody,8072-1
No,No,not_reviewed_(<100),888,"Total Volume, Urine",NULL
No,No,not_reviewed_(<100),123041448,Lead-Blood,5671-3
No,No,not_reviewed_(<100),823042630,Alpha Tocopherol,0
No,No,not_reviewed_(<100),823042690,Alk Phosphatase ,6768-6
No,No,not_reviewed_(<100),823042579,DRVVT 1:1 MIX,0
No,No,not_reviewed_(<100),823042620,Beta - Gamma Tocopherol,0
No,No,not_reviewed_(<100),823041151,HBV DNA,29615-2
No,No,not_reviewed_(<100),823042415,Strongyloides IgG,6632-4
No,No,not_reviewed_(<100),823040011,% Macrohepatic Isoenzymes (L2),35707-9
No,No,not_reviewed_(<100),823040201,Angio-1 Converting Enzyme (Ace)-CSF,0
No,No,not_reviewed_(<100),8230420208,PL 7 AUTOANTIBODIES,0
No,No,not_reviewed_(<100),123041095,"Glucose,1Hr (50Gm)",1504-0
No,No,not_reviewed_(<100),8230420205,JO-1 ANTIBODY,0
No,No,not_reviewed_(<100),8230420207,KU AUTOANTIBODIES,0
No,No,not_reviewed_(<100),8230420209,PL 12 AUTOANTIBODIES,0
No,No,not_reviewed_(<100),8230420210,MI 2 AUTOANTIBODIES,0
No,No,not_reviewed_(<100),8230420211,EJ AUTOANTIBODIES,0
No,No,not_reviewed_(<100),8230420212,OJ AUTOANTIBODIES,0
No,No,not_reviewed_(<100),8230420213,SRP AUTOANTIBODIES,0
No,No,not_reviewed_(<100),123042447,Theophylline,4049-3
No,No,not_reviewed_(<100),123042583,Uric Acid-Synovial Fluid,0
No,No,not_reviewed_(<100),823041342,Immunoglobulin IgD - Serum,2460-4
No,No,not_reviewed_(<100),482,TOBRAMYCIN PEAK,NULL
No,No,not_reviewed_(<100),618,PRIOR RESULT: BCR ABL1,NULL
No,No,not_reviewed_(<100),619,BCR-ABL1/ABL%,NULL
No,No,not_reviewed_(<100),620,BCR-ABL1/ABL1 % (IS),NULL
No,No,not_reviewed_(<100),621,INTERPRETATION: BCR-ABL1,NULL
No,No,not_reviewed_(<100),901,CHROMOSOME ANALYSIS: BLOOD,NULL
No,No,not_reviewed_(<100),123042057,"Protein,Monoclonal 2-Serum",33358-3
No,No,not_reviewed_(<100),823040330,Beta-2 Transferrin-Fluid,0
No,No,not_reviewed_(<100),823000427,RMSF ANITIBODY IGG,NULL
No,No,not_reviewed_(<100),823042513,NORMETANEPHRINE 24HR URINE-QUEST,0
No,No,not_reviewed_(<100),366,"Appearence,Uncentrifuged-CSF",0
No,No,not_reviewed_(<100),823042221,Rmsf Antibody IgM,33000-1
No,No,not_reviewed_(<100),123040533,"Cholesterol,Total-Fluid",0
No,No,not_reviewed_(<100),823040684,"Collection Period, Stool",0
No,No,not_reviewed_(<100),823042487,Total Weight-Stool,0
No,No,not_reviewed_(<100),823043112,ACTIVATED PROTEIN RESISTANCE,0
No,No,not_reviewed_(<100),123040386,Calcium Phosphate Crystals-Ur,33235-3
No,No,not_reviewed_(<100),123042149,"RBC,Microspherocytess",48069-9
No,No,not_reviewed_(<100),823042396,"Stool Fat,Quantitative",0
No,No,not_reviewed_(<100),577,JAK2 V617F MUTATION,NULL
No,No,not_reviewed_(<100),578,JAK2 - SOURCE,NULL
No,No,not_reviewed_(<100),580,Reviewer,NULL
No,No,not_reviewed_(<100),823042458,"THYROGLOBULIN, QUANT",NULL
No,No,not_reviewed_(<100),123040925,% Eos Band-BM,50373-0
No,No,not_reviewed_(<100),823040336,"Bile Acids, Total",14628-2
No,No,not_reviewed_(<100),823042297,"CREATININE, RANDOM URINE-QUEST",0
No,No,not_reviewed_(<100),823042298,METANEPHRINE-QUEST,0
No,No,not_reviewed_(<100),823042299,NORMETANEPHRINE-QUEST,0
No,No,not_reviewed_(<100),823042300,"METANEPHRINES, TOTAL-QUEST",0
No,No,not_reviewed_(<100),740,P210 BCR-ABL1,NULL
No,No,not_reviewed_(<100),483,TOBRAMYCIN TROUGH,NULL
No,No,not_reviewed_(<100),657,"CHROMOSOMAL MICROARRAY, POSTNATAL",NULL
No,No,not_reviewed_(<100),823000394,HBV DNA CONCENTRATION,NULL
No,No,not_reviewed_(<100),739,P190 BCR-ABL1,NULL
No,No,not_reviewed_(<100),123040357,% Blasts - Blood,26446-5
No,No,not_reviewed_(<100),123041672,"% Lymphs,Variant-Synovial Fluid",0
No,No,not_reviewed_(<100),123049214,% BLASTS - MAN,0
No,No,not_reviewed_(<100),823042198,"FISH, MYELOMA, RISK ASSESSMENT PANEL",0
No,No,not_reviewed_(<100),823042199,"FISH, MYELOMA, 17P-, REA 14Q32",0
No,No,not_reviewed_(<100),823040216,Arginine Vasopressin(Adh),3126-0
No,No,not_reviewed_(<100),823042569,LIPOPROTEIN (A)-QUEST,0
No,No,not_reviewed_(<100),823040770,"CYCLOSPORINE A TROUGH, Blood",3520-4
No,No,not_reviewed_(<100),123049218,% PLASMOCYTES- MAN,0
No,No,not_reviewed_(<100),823041311,Htlv I/Ii Antibody,22362-8
No,No,not_reviewed_(<100),823042231,Source,0
No,No,not_reviewed_(<100),123040115,"Albumin,Immuno-Serum",2862-1
No,No,not_reviewed_(<100),823042709,LEAD (B) COLLECTION SAMPLE-QUEST,0
No,No,not_reviewed_(<100),123040955,Estradiol-Serum,2243-4
No,No,not_reviewed_(<100),823041169,Hdv Delta Antibody,13248-0
No,No,not_reviewed_(<100),179,FRUCTOSAMINE -QUEST,NULL
No,No,not_reviewed_(<100),123040927,% Eos Myelocyte-Bm,NULL
No,No,not_reviewed_(<100),123041600,% Monocyte-BM,11112-0
No,No,not_reviewed_(<100),823000387,Brucella Species IgG,13210-0
No,No,not_reviewed_(<100),823040371,Brucella Species IgM,5070-8
No,No,not_reviewed_(<100),823041381,"Interpretation,RAST",NULL
No,No,not_reviewed_(<100),123049283,Platelet Satellitism,0
No,No,not_reviewed_(<100),721,JAK2 SOURCE,NULL
No,No,not_reviewed_(<100),722,JAK2 EXON 12 MUTATION,NULL
No,No,not_reviewed_(<100),723,JAK2 EXON 13 MUTATION,NULL
No,No,not_reviewed_(<100),724,JAK2 REFLEX REVIEWER,NULL
No,No,not_reviewed_(<100),123041559,Other Cell Description,0
No,No,not_reviewed_(<100),123042035,% Proerythroblast-Bm,26033-1
No,No,not_reviewed_(<100),823040915,Ehrlichia IgG,47405-6
No,No,not_reviewed_(<100),823040916,Ehrlichia IgM,48850-2
No,No,not_reviewed_(<100),823041375,Interp.Ehrlichia Chaffeensis,NULL
No,No,not_reviewed_(<100),123042161,"RBC,Stomatocytess",10380-4
No,No,not_reviewed_(<100),747,TRYPTASE,NULL
No,No,not_reviewed_(<100),823040013,% Placental Isoenzymes,15016-9
No,No,not_reviewed_(<100),823040121,Alk Phosphatase Isoenz.Interp.,49243-9
No,No,not_reviewed_(<100),823040979,Factor Ii Activity,3289-6
No,No,not_reviewed_(<100),334,"Hgb Phenotype,Elect",13514-5
No,No,not_reviewed_(<100),823040268,Aspergillus Fumigatus IGE,6025-1
No,No,not_reviewed_(<100),823040575,"Class, Aspergillus Fumigatus IGE",15549-9
No,No,not_reviewed_(<100),823041785,Pancreatic Islet Antibody,5265-4
No,No,not_reviewed_(<100),823042307,"ASPERGILLUS AG, EIA, BAL-QUEST",0
No,No,not_reviewed_(<100),823042309,INDEX VALUE-QUEST,0
No,No,not_reviewed_(<100),823040939,Epinephrine-Plasma,2230-1
No,No,not_reviewed_(<100),823042230,"TOXOPLASMA DNA, QL PCR",0
No,No,not_reviewed_(<100),823043082,BICTEGRAVIR RESISTANCE,0
No,No,not_reviewed_(<100),823040421,"Carnitine,Esters",19074-4
No,No,not_reviewed_(<100),823040422,"Carnitine,Free",14286-9
No,No,not_reviewed_(<100),823040423,"Carnitine,Total",14288-5
No,No,not_reviewed_(<100),823040431,"Catecholamines,Total-Plasma",2056-0
No,No,not_reviewed_(<100),823040768,Cyanide-Blood,5634-1
No,No,not_reviewed_(<100),823040873,Dopamine-Plasma,2216-0
No,No,not_reviewed_(<100),823040990,Factor X Activity,3218-5
No,No,not_reviewed_(<100),823041673,Catecholamines-Plasma,2666-6
No,No,not_reviewed_(<100),823042112,"Q Fever IgM,Phase Ii",7832-9
No,No,not_reviewed_(<100),8230420047,"MARKERS, LEUKEMIA",NULL
No,No,not_reviewed_(<100),894,ADAMTS-13 INHIBITOR,NULL
No,No,not_reviewed_(<100),123042005,"Potassium,24Hr-Urine",2829-0
No,No,not_reviewed_(<100),823042768,SPECIMEN SOURCE - EBV-QUEST,0
No,No,not_reviewed_(<100),123040511,% Choroid/ Ependymal Cells,0
No,No,not_reviewed_(<100),823041052,Gabapentin/Neurontin-Serum,9738-6
No,No,not_reviewed_(<100),823042107,"Q Fever IgG,Phase I",7829-5
No,No,not_reviewed_(<100),823042108,"Q Fever IgG,Phase Ii",7830-3
No,No,not_reviewed_(<100),823042111,"Q Fever IgM,Phase I",7831-1
No,No,not_reviewed_(<100),750,SEROTYPE 1-QUEST,NULL
No,No,not_reviewed_(<100),751,SEROTYPE 3-QUEST,NULL
No,No,not_reviewed_(<100),752,SEROTYPE 4-QUEST,NULL
No,No,not_reviewed_(<100),753,SEROTYPE 5-QUEST,NULL
No,No,not_reviewed_(<100),754,SEROTYPE 8-QUEST,NULL
No,No,not_reviewed_(<100),755,SEROTYPE 9-QUEST,NULL
No,No,not_reviewed_(<100),756,SEROTYPE 12-QUEST,NULL
No,No,not_reviewed_(<100),757,SEROTYPE 14-QUEST,NULL
No,No,not_reviewed_(<100),758,SEROTYPE 19-QUEST,NULL
No,No,not_reviewed_(<100),759,SEROTYPE 23-QUEST,NULL
No,No,not_reviewed_(<100),760,SEROTYPE 26-QUEST,NULL
No,No,not_reviewed_(<100),761,SEROTYPE 51-QUEST,NULL
No,No,not_reviewed_(<100),762,SEROTYPE 56-QUEST,NULL
No,No,not_reviewed_(<100),972,SEROTYPE 68-QUEST,NULL
No,No,not_reviewed_(<100),123040339,"Bilirubin,Direct-Fluid",0
No,No,not_reviewed_(<100),823040267,Aspergillus Fumigatus,23821-2
No,No,not_reviewed_(<100),823041581,Micropolyspora Faeni,6818-9
No,No,not_reviewed_(<100),823041875,Pigeon Serum,6733-0
No,No,not_reviewed_(<100),823042259,S.Viridis,15209-0
No,No,not_reviewed_(<100),823042426,T.Candidus,21560-8
No,No,not_reviewed_(<100),823042427,T.Vulgaris,6821-3
No,No,not_reviewed_(<100),743,"C1 INHIBITOR, FUNCTIONAL",NULL
No,No,not_reviewed_(<100),123041551,"% Mesothelial,Reactive-Fluid",0
No,No,not_reviewed_(<100),123040015,% Unclassified Cells,NULL
No,No,not_reviewed_(<100),123041687,Path Review CMT-Synovial Fluid,0
No,No,not_reviewed_(<100),823041796,Parietal Cell Antibody Sreen,14241-4
No,No,not_reviewed_(<100),489,AMIKACIN TROUGH,NULL
No,No,not_reviewed_(<100),123041426,"Lactic Acid,CSF",0
No,No,not_reviewed_(<100),123042152,"RBC,Oval Macrocytes",10376-2
No,No,not_reviewed_(<100),823040923,Entamoeba Histolytica Ab,9522-4
No,No,not_reviewed_(<100),823042997,NORMETANEPHRINES - 24HR URINE,NULL
No,No,not_reviewed_(<100),806,TOTAL VOLUME -QUEST,NULL
No,No,not_reviewed_(<100),823040711,"Cortisol,Free-24Hr Urine",2147-7
No,No,not_reviewed_(<100),823042306,HAV AB SER QL EIA -QUEST,0
No,No,not_reviewed_(<100),123041286,SPECIMEN TYPE,NULL
No,No,not_reviewed_(<100),823042699,"Creatinine,Ref-24Hr Urine",2162-6
No,No,not_reviewed_(<100),823042707,COMMENT-QUEST,0
No,No,not_reviewed_(<100),823042806,ESTERIFIED/ FREE RATIO,0
No,No,not_reviewed_(<100),823040717,Coxsackie A10 Titer,22213-3
No,No,not_reviewed_(<100),823040718,Coxsackie A16 Titer,22215-8
No,No,not_reviewed_(<100),823040719,Coxsackie A2 Titer,22216-6
No,No,not_reviewed_(<100),823040720,Coxsackie A4 Titer,22218-2
No,No,not_reviewed_(<100),823040721,Coxsackie A7 Titer,22220-8
No,No,not_reviewed_(<100),823040722,Coxsackie A9 Titer,22222-4
No,No,not_reviewed_(<100),823042650,"EBV DNA, QN PCR - QUEST",0
No,No,not_reviewed_(<100),824,HIV RNA COPIES*K/ML,NULL
No,No,not_reviewed_(<100),825,HIV LOG10 COPIES,NULL
No,No,not_reviewed_(<100),823042284,INHIBIN B-QUEST,0
No,No,not_reviewed_(<100),123040753,Crystals-Urine,5782-8
No,No,not_reviewed_(<100),123042042,% Prolymphocytes,30465-9
No,No,not_reviewed_(<100),8230420115,TBII,0
No,No,not_reviewed_(<100),123041629,"% Myeloblast,Bm",11113-8
No,No,not_reviewed_(<100),823040723,Coxsackie-B Antibody Profile,22226-5
No,No,not_reviewed_(<100),823040724,Coxsackie B2 Titer,22228-1
No,No,not_reviewed_(<100),823040725,Coxsackie B3 Titer,22230-7
No,No,not_reviewed_(<100),823040726,Coxsackie B4 Titer,22232-3
No,No,not_reviewed_(<100),823040727,Coxsackie B5 Titer,22234-9
No,No,not_reviewed_(<100),823040728,Coxsackie B6 Titer,22236-4
No,No,not_reviewed_(<100),823042286,INHIBIN A-QUEST,0
No,No,not_reviewed_(<100),823042574,Sodium - Feces,0
No,No,not_reviewed_(<100),123040180,"Amylase,Total-Urine",1799-6
No,No,not_reviewed_(<100),123040394,Calcium-24Hr Urine,6874-2
No,No,not_reviewed_(<100),123041567,"Other Cell Description, CSF",0
No,No,not_reviewed_(<100),123042142,"RBC,Fine Basophilic Stippling",45380-3
No,No,not_reviewed_(<100),823040429,Catecholamines(Nor+Epi)-24Hr U,2058-6
No,No,not_reviewed_(<100),823040872,Dopamine-24Hr Urine,2218-6
No,No,not_reviewed_(<100),823040938,Epinephrine-24Hr Urine,2232-7
No,No,not_reviewed_(<100),823041672,Norepinephrine-24Hr Urine,2668-2
No,No,not_reviewed_(<100),823041784,Pancreatic Islet Ab Titer,13927-9
No,No,not_reviewed_(<100),823042280,CHROMOGRANIN A-QUEST,0
No,No,not_reviewed_(<100),823043124,ANA TITRE SERUM - QUEST,0
No,No,not_reviewed_(<100),823043125,ANA PATTERN SERUM - QUEST,0
No,No,not_reviewed_(<100),8230420089,HIV 1 ANTIBODY,NULL
No,No,not_reviewed_(<100),8230420090,HIV 2 ANTIBODY,NULL
No,No,not_reviewed_(<100),123041442,"Ldh,CSF",0
No,No,not_reviewed_(<100),8230420261,"VIRAL ID, RESPIRATORY CULTURE",0
No,No,not_reviewed_(<100),123041678,% Basophils-Synovial Fluid,0
No,No,not_reviewed_(<100),123042058,"Protein,Monoclonal 2-Urine",42483-8
No,No,not_reviewed_(<100),123042651,WBC Count-CSF,0
No,No,not_reviewed_(<100),823042537,CALCULI URINARY ANALYSIS II-QUEST,0
No,No,not_reviewed_(<100),823042575,Potassium - Feces,0
No,No,not_reviewed_(<100),823042576,Chloride - Feces,0
No,No,not_reviewed_(<100),1230000001,Interpretation,0
No,No,not_reviewed_(<100),687,Interpretation,NULL
No,No,not_reviewed_(<100),689,PNH COMMENTS,NULL
No,No,not_reviewed_(<100),690,PNH SPECIMEN TYPE,NULL
No,No,not_reviewed_(<100),691,PNH CLINICAL INFORMATION,NULL
No,No,not_reviewed_(<100),692,PNH VIABILITY (%),NULL
No,No,not_reviewed_(<100),693,PNH POPULATION (S) GATED,NULL
No,No,not_reviewed_(<100),694,PNH ABNORMAL CELLS DETECTED,NULL
No,No,not_reviewed_(<100),695,PNH % ABNORMAL,NULL
No,No,not_reviewed_(<100),696,PNH FLOW DIFFERENTIAL (%),NULL
No,No,not_reviewed_(<100),697,PNH RBCS,NULL
No,No,not_reviewed_(<100),698,PNH GRANULOCYTES,NULL
No,No,not_reviewed_(<100),699,PNH MONOCYTES,NULL
No,No,not_reviewed_(<100),700,PNH NUMBER OF MARKERS,NULL
No,No,not_reviewed_(<100),701,Method,NULL
No,No,not_reviewed_(<100),123041743,"Osmolality,Fluid",0
No,No,not_reviewed_(<100),123049271,Auer Rods,0
No,No,not_reviewed_(<100),823040847,Dhea-So4-Serum,2191-5
No,No,not_reviewed_(<100),823040097,Adenovirus Antibody,5041-9
No,No,not_reviewed_(<100),823041979,"FISH, MDS/ MYELOID PANEL",0
No,No,not_reviewed_(<100),823046546,"PARTIAL THROMBOPLASTIN TIME, ACTIVATED-QUEST",0
No,No,not_reviewed_(<100),123040944,Epithelial Cells Comment,0
No,No,not_reviewed_(<100),123041164,HCV Genotyping,32286-7
No,No,not_reviewed_(<100),123042191,% Reticulum Cell-BM,50726-9
No,No,not_reviewed_(<100),123042741,Gram Stain,664-3
No,No,not_reviewed_(<100),123040906,Cell Description-Bm,NULL
No,No,not_reviewed_(<100),823042564,"PHOSPHOLIPASE A2 RECEPTOR ELISA,S",0
No,No,not_reviewed_(<100),823042581,"PHOSPHOLIPASE A2 RECEPTOR IFA,S",0
No,No,not_reviewed_(<100),823042633,Vma-24Hr Urine,3122-9
No,No,not_reviewed_(<100),488,AMIKACIN PEAK,NULL
No,No,not_reviewed_(<100),123041115,"Glucose,Quantitative-Urine",2350-7
No,No,not_reviewed_(<100),823040739,CREATININE-24HR URINE,NULL
No,No,not_reviewed_(<100),823042036,"Progesterone,17Oh-Serum",1668-3
No,No,not_reviewed_(<100),823042289,Serotonin/5Hiaa-24Hr Urine,1695-6
No,No,not_reviewed_(<100),8230420159,NUMBER OF FETUSES,NULL
No,No,not_reviewed_(<100),823000392,GLIADIN IGA UNITS,20495-8
No,No,not_reviewed_(<100),823041092,Gliadin IgG Units,20496-6
No,No,not_reviewed_(<100),823041140,Haloperidol-Serum,3669-9
No,No,not_reviewed_(<100),823042050,Prostatic Acid Phos-Serum,0
